label,n_traveltimes,mean_abs_dt_ms,median_abs_dt_ms,p90_abs_dt_ms,p95_abs_dt_ms,p99_abs_dt_ms,max_abs_dt_ms,mean_percent_change,p95_abs_percent_change,receiver_spacing_m,shot_spacing_m,receiver_halfwidth_m,shot_halfwidth_m,receiver_count_approx,shot_count_approx
r3_s10_rhw75_shw80,844,0.07907219388845843,0.06541559543476755,0.1646159594112134,0.19427270396709218,0.2560383602482794,0.3065667914617482,0.34988052964750527,2.7938777064012985,3,10,75,80,51,17
r3_s10_rhw75_shw100,1044,0.07411678954430624,0.05950630497740875,0.15466234928941705,0.18451659283201935,0.24999687626328188,0.3065667914617482,0.2862388763255738,2.3635398625268196,3,10,75,100,51,21
r4_s1_rhw25_shw40,1034,0.07973562641993064,0.06872589240826919,0.16527088487552893,0.19106031747873997,0.24499976709182497,0.2946820569584216,0.08833783804005706,3.7611994618863256,4,1,25,40,13,81
r4_s1_rhw25_shw60,1554,0.08119190404332162,0.06995104206587807,0.16586121685331492,0.19481787810642795,0.24749264717936198,0.3061394825567033,0.11412105534243559,3.0921606318916783,4,1,25,60,13,121
r4_s1_rhw25_shw80,2074,0.07901046529856236,0.06760038391310977,0.16079645544508603,0.18841059997552512,0.24370280655117124,0.3061394825567033,0.1012297940181533,2.416649994301498,4,1,25,80,13,161
r4_s1_rhw25_shw100,2594,0.075856905897877,0.06357535248506345,0.14997685759349588,0.1768030271919928,0.24079456677949848,0.3061394825567033,0.0945892528239056,2.100350487490122,4,1,25,100,13,201
r4_s1_rhw35_shw40,1354,0.07862735002113146,0.06845155688430037,0.16334269052014133,0.1891807583814584,0.24313512848132401,0.2946820569584216,0.12482026507215924,3.871252868611395,4,1,35,40,18,81
r4_s1_rhw35_shw60,2034,0.07884387395229502,0.06833582974822422,0.16214474937759488,0.18942939727099123,0.2437907235525711,0.3061394825567033,0.13067244884406579,3.0870895293992398,4,1,35,60,18,121
r4_s1_rhw35_shw80,2714,0.07624449351183464,0.06596026699282748,0.15402866673041862,0.1815093672274155,0.24043778859437306,0.3061394825567033,0.11168332523917875,2.3730385601499537,4,1,35,80,18,161
r4_s1_rhw35_shw100,3394,0.07237520063917187,0.0613931053136561,0.145869106650735,0.17292501992560924,0.2358180790227523,0.3061394825567033,0.10201897769581068,2.0544093253413362,4,1,35,100,18,201
r4_s1_rhw50_shw40,1996,0.08722257937875469,0.0766164693348139,0.17631432596449184,0.2074541177271075,0.26359188112719195,0.326091156900174,0.10291571195691329,3.5012110409019774,4,1,50,40,26,81
r4_s1_rhw50_shw60,2990,0.08671157287478767,0.07641916225633281,0.17454862424575898,0.2082476589826614,0.2656942568852831,0.326091156900174,0.1247278371894832,3.330441958906786,4,1,50,60,26,121
r4_s1_rhw50_shw80,3990,0.0833169663416558,0.07275568580789299,0.16858384670582535,0.1994382460002674,0.2511426196998404,0.326091156900174,0.12124987628800125,2.7213275468299796,4,1,50,80,26,161
r4_s1_rhw50_shw100,4990,0.0792207712507039,0.06672157773179692,0.1617331026535663,0.18965624848112825,0.24462926372608843,0.326091156900174,0.1177265640470443,2.3057149202061584,4,1,50,100,26,201
r4_s1_rhw75_shw40,2968,0.08194424665171259,0.06987400026915551,0.1679109070946216,0.19838053746413667,0.2498009023534593,0.326091156900174,0.08469736671296568,2.831171327695478,4,1,75,40,38,81
r4_s1_rhw75_shw60,4436,0.0811887660852146,0.06935967299248093,0.16591777107053557,0.1976623542665737,0.24957119809484196,0.326091156900174,0.08658369253214052,2.796391369127797,4,1,75,60,38,121
r4_s1_rhw75_shw80,5907,0.07769112270322458,0.06589650504372144,0.16056874172608385,0.18953778686589082,0.24363081255995434,0.326091156900174,0.08552005672991904,2.4219709157950997,4,1,75,80,38,161
r4_s1_rhw75_shw100,7387,0.07321700817045168,0.05971799151517285,0.15134058264068692,0.18063275934048859,0.23799088240859417,0.326091156900174,0.08244768039384402,2.054198304982724,4,1,75,100,38,201
r4_s2_rhw25_shw40,519,0.08153259436884101,0.07037404560881165,0.17321407753622708,0.19626240615396212,0.2606286406427428,0.2946820569584216,0.2246129407272534,3.367158193348111,4,2,25,40,13,41
r4_s2_rhw25_shw60,779,0.08094604293098219,0.06798267126414612,0.1720378564685446,0.19930587829727228,0.24975879281899044,0.2946820569584216,0.20615521780510357,2.8383030606705355,4,2,25,60,13,61
r4_s2_rhw25_shw80,1039,0.07874512794142226,0.06670068667492465,0.16462513334803489,0.1883483519208958,0.24516234434302084,0.2946820569584216,0.17908672134387213,2.318259289462595,4,2,25,80,13,81
r4_s2_rhw25_shw100,1299,0.07564777663146698,0.06227795118294785,0.1509815607866519,0.17959646942461974,0.24364785842529635,0.2946820569584216,0.15665366266873118,1.973451826930458,4,2,25,100,13,101
r4_s2_rhw35_shw40,679,0.07975626179612758,0.06820924203734813,0.1710594020608098,0.19433867216513867,0.25238929942566,0.2946820569584216,0.23005112294697522,3.283098724697638,4,2,35,40,18,41
r4_s2_rhw35_shw60,1019,0.07836058386305597,0.0670324987250108,0.1647565133277889,0.19159903234908196,0.2456176606154512,0.2946820569584216,0.2021815884221951,2.6785109140388146,4,2,35,60,18,61
r4_s2_rhw35_shw80,1359,0.07582746032526169,0.06471014206706552,0.15627269639246766,0.18144054654878494,0.2437357754266962,0.2946820569584216,0.17444479886577466,2.2837403094975373,4,2,35,80,18,81
r4_s2_rhw35_shw100,1699,0.07204500953436252,0.059645673049960046,0.1457562347383895,0.17472294529087515,0.24117828592177235,0.2946820569584216,0.15202937558454804,1.9099472162775892,4,2,35,100,18,101
r4_s2_rhw50_shw40,1003,0.0885816571396584,0.07618531358103559,0.18177847302584782,0.21463334184223212,0.28329724487149854,0.326091156900174,0.18727823563742751,3.272646976982488,4,2,50,40,26,41
r4_s2_rhw50_shw60,1499,0.08638842646157709,0.0740236810891472,0.17864250212319413,0.2139089321406965,0.26754695232015785,0.326091156900174,0.17996379572956572,3.026921789073104,4,2,50,60,26,61
r4_s2_rhw50_shw80,1999,0.08315490748777925,0.07094590996065131,0.1714157819324394,0.2024947286899025,0.24960771503282195,0.326091156900174,0.17256533779162017,2.4975704672548877,4,2,50,80,26,81
r4_s2_rhw50_shw100,2499,0.07909487456209933,0.06523159445482804,0.1642777606319566,0.19089132267303374,0.24556095920080712,0.326091156900174,0.1584702608167008,2.144650628776606,4,2,50,100,26,101
r4_s2_rhw75_shw40,1495,0.08329596105545553,0.07094590996065131,0.1739727873292373,0.20388439182040632,0.2609120481577155,0.326091156900174,0.15671928948630653,2.5984639420501945,4,2,75,40,38,41
r4_s2_rhw75_shw60,2225,0.08113222082584433,0.06828815704475188,0.16854869343062434,0.1994678368238848,0.24906214747821648,0.326091156900174,0.15429597881749488,2.52533110581948,4,2,75,60,38,61
r4_s2_rhw75_shw80,2959,0.077603762996274,0.06520586420136198,0.16296886608850253,0.18921591113665245,0.24413668787826098,0.326091156900174,0.15091168786721193,2.2837403094975373,4,2,75,80,38,81
r4_s2_rhw75_shw100,3699,0.07314968219015147,0.059344586367297836,0.1540863747720611,0.18080110302502275,0.24077344495780034,0.326091156900174,0.13445762846935957,1.881236157870104,4,2,75,100,38,101
r4_s4_rhw25_shw40,260,0.08872975677581448,0.07816281900366795,0.17993639046481133,0.21317461937549914,0.284833343147638,0.2946820569584216,0.3141808663815395,3.0871630201554887,4,4,25,40,13,21
r4_s4_rhw25_shw60,390,0.08665157988364353,0.07444347699135526,0.1799311984392968,0.2170244187795612,0.2533354741033298,0.2946820569584216,0.25121841997578964,2.34056249256818,4,4,25,60,13,31
r4_s4_rhw25_shw80,520,0.0832183443193651,0.07150345528113711,0.17313751021754992,0.20517804287559133,0.24561695184776816,0.2946820569584216,0.21933056120868802,2.0943230750061574,4,4,25,80,13,41
r4_s4_rhw25_shw100,650,0.07922850301699172,0.06555461648102054,0.1645831980717412,0.18950570441332387,0.2447283612379506,0.2946820569584216,0.18882413407456755,1.8000704787304667,4,4,25,100,13,51
r4_s4_rhw35_shw40,340,0.08711554817167218,0.0757229795000946,0.1801565461068593,0.20834177179154847,0.2689886660644577,0.2946820569584216,0.2863918266148978,3.0196065918651853,4,4,35,40,18,21
r4_s4_rhw35_shw60,510,0.08443549131366238,0.07281892860873385,0.17695431562689376,0.20839384893696042,0.24606305219410204,0.2946820569584216,0.22095006073032744,2.3290584361187925,4,4,35,60,18,31
r4_s4_rhw35_shw80,680,0.0804778321666916,0.0694032076432394,0.1687518802255319,0.19957060399207038,0.2455744257867851,0.2946820569584216,0.19516904040205507,1.9313887959449838,4,4,35,80,18,41
r4_s4_rhw35_shw100,850,0.07576704378187639,0.06418860652026431,0.15467148483697438,0.18867629266052455,0.24375555675201113,0.2946820569584216,0.16858032325012823,1.7536999359990328,4,4,35,100,18,51
r4_s4_rhw50_shw40,504,0.09653069434637976,0.08419482923748695,0.19986000320237732,0.22900607619169616,0.2881023755204617,0.326091156900174,0.2464274112049476,3.0255435889125906,4,4,50,40,26,21
r4_s4_rhw50_shw60,750,0.09253511688835481,0.07956724283362127,0.19089132267303377,0.2273836540683849,0.28519545092456433,0.326091156900174,0.21125972840797036,2.8425161863380692,4,4,50,60,26,31
r4_s4_rhw50_shw80,1000,0.0880103411674739,0.0748997785482387,0.18080110302502278,0.2147389700621712,0.28100162838536924,0.326091156900174,0.20325907594587359,2.3064509562549915,4,4,50,80,26,41
r4_s4_rhw50_shw100,1250,0.0829816486735134,0.06950511725127129,0.1729406219413119,0.20679515874022572,0.2587495704986841,0.326091156900174,0.1828660468465899,1.9218272630956377,4,4,50,100,26,51
r4_s4_rhw75_shw40,756,0.09115674779658199,0.07782228003494918,0.18760755154753964,0.21931416658094996,0.28503038185245066,0.326091156900174,0.2254998317592155,2.436504715578657,4,4,75,40,38,21
r4_s4_rhw75_shw60,1116,0.0873046689526086,0.07404315723482041,0.1807250743299368,0.21439103302352963,0.27851613179122686,0.326091156900174,0.20120701526528595,2.3225638030717186,4,4,75,60,38,31
r4_s4_rhw75_shw80,1480,0.0823848135157136,0.06894859661352085,0.17313751021754994,0.20516688823029466,0.24954428372307122,0.326091156900174,0.1782068944921165,1.9843510361502126,4,4,75,80,38,41
r4_s4_rhw75_shw100,1850,0.07697678629584608,0.06362782901987632,0.1646208092829055,0.19089951647458195,0.2460960034459596,0.326091156900174,0.15615782881187934,1.747185584246125,4,4,75,100,38,51
r4_s5_rhw25_shw40,217,0.0844846331873677,0.07312548325386428,0.17107857891119038,0.20576846422590545,0.24561907815081732,0.28361866951897086,0.150907776780812,3.9406542576117674,4,5,25,40,13,17
r4_s5_rhw25_shw60,321,0.08438433550099039,0.07294611256132956,0.17104022521042922,0.2039188966467681,0.24561624308008512,0.3061394825567033,0.09835735849223667,3.0266567758589793,4,5,25,60,13,25
r4_s5_rhw25_shw80,425,0.08196172495324888,0.0706104913500323,0.1651959314858967,0.19715377706141193,0.24515243288462937,0.3061394825567033,0.07650850447498823,2.4818449960425806,4,5,25,80,13,33
r4_s5_rhw25_shw100,529,0.0782836420639196,0.06674246878866918,0.15522709659591336,0.1856190285834986,0.24353315931681652,0.3061394825567033,0.07443106365760055,2.0218085873661744,4,5,25,100,13,41
r4_s5_rhw35_shw40,285,0.08374129022116024,0.07451549786219747,0.17109775576157094,0.2061531014967727,0.24570648590809444,0.28361866951897086,0.1652781325542927,4.3951971086957204,4,5,35,40,18,17
r4_s5_rhw35_shw60,421,0.08282549709391955,0.07225727654033842,0.16594518252897525,0.20363426310083393,0.24561624308008512,0.3061394825567033,0.09768441652610793,3.0266567758589793,4,5,35,60,18,25
r4_s5_rhw35_shw80,557,0.08042142130010752,0.07092679188816509,0.16144009261610318,0.19224646705910783,0.24460962117688045,0.3061394825567033,0.07382526516514358,2.461315164190213,4,5,35,80,18,33
r4_s5_rhw35_shw100,693,0.07580800724640914,0.0660723660070063,0.14996696439349286,0.1809610819888077,0.24277865471816643,0.3061394825567033,0.07140127571222223,2.005421611742868,4,5,35,100,18,41
r4_s5_rhw50_shw40,419,0.09302947023706759,0.07864021326410217,0.19312408860111122,0.21958958324030708,0.2837610988389242,0.326091156900174,0.1900215937296586,3.9491816120846,4,5,50,40,26,17
r4_s5_rhw50_shw60,619,0.09017430382293584,0.07770231059851807,0.18205312839283053,0.21421762841342015,0.2837610988389242,0.326091156900174,0.08899390005992834,3.7987630833968122,4,5,50,60,26,25
r4_s5_rhw50_shw80,819,0.0866431579393815,0.07564860595610581,0.1711798983974222,0.20701079007851378,0.2668156915488081,0.326091156900174,0.07902325334399421,3.032642057266835,4,5,50,80,26,33
r4_s5_rhw50_shw100,1019,0.08197343401662299,0.06988967658258169,0.16485252421626076,0.19983370459604222,0.24989944412288545,0.326091156900174,0.08339205866234808,2.4493201415907793,4,5,50,100,26,41
r4_s5_rhw75_shw40,623,0.08745850749266613,0.07225727654033842,0.1815265109815841,0.2137980259738806,0.2775005025474675,0.326091156900174,0.16433859882147067,3.0808026541166087,4,5,75,40,38,17
r4_s5_rhw75_shw60,917,0.08529910711861839,0.07084783213692422,0.17390835981896044,0.20898516115343038,0.2668969966150898,0.326091156900174,0.0857853184333812,3.0350811237348694,4,5,75,60,38,25
r4_s5_rhw75_shw80,1213,0.08167407597459754,0.06874645309777605,0.16583246152854744,0.203068627717906,0.24933039047425656,0.326091156900174,0.07353987197495894,2.7163189669931405,4,5,75,80,38,33
r4_s5_rhw75_shw100,1509,0.07650436504865699,0.063670702345614,0.1568442991695701,0.1904620569029707,0.24562474829228173,0.326091156900174,0.0723295445601583,2.139742415635759,4,5,75,100,38,41
r4_s10_rhw25_shw40,113,0.09950467066838113,0.08715661315378959,0.197153777061412,0.23896654889352936,0.24978188685489122,0.28361866951897086,0.3017797441825975,3.246645532268908,4,10,25,40,13,9
r4_s10_rhw25_shw60,165,0.09137145719971462,0.0771651025898096,0.17957127133263437,0.2140539838769828,0.2473287464242145,0.28361866951897086,0.23463475591367025,3.005202762163297,4,10,25,60,13,13
r4_s10_rhw25_shw80,217,0.08536504307955647,0.07225727654033842,0.17130115605511337,0.19876607401566979,0.24561907815081732,0.28361866951897086,0.18151395094078357,2.646416282680105,4,10,25,80,13,17
r4_s10_rhw25_shw100,269,0.08109356293518574,0.06670068667492465,0.16483975662725042,0.19070682758201077,0.24558222223129866,0.28361866951897086,0.15876795716112016,2.2302082325817345,4,10,25,100,13,21
r4_s10_rhw35_shw40,149,0.09919697000973186,0.08715661315378959,0.20041150229580468,0.2335076408226041,0.2483117612874677,0.28361866951897086,0.2831500383879882,3.6621717859407763,4,10,35,40,18,9
r4_s10_rhw35_shw60,217,0.09044138705094659,0.07763849361643038,0.1842998769394134,0.21338854687608724,0.2460297726740747,0.28361866951897086,0.21906317880462195,3.013074754722735,4,10,35,60,18,13
r4_s10_rhw35_shw80,285,0.0837218420984091,0.07225727654033842,0.1711969066753534,0.20304204805902729,0.24570648590809444,0.28361866951897086,0.1679407906586114,2.6219490540954533,4,10,35,80,18,17
r4_s10_rhw35_shw100,353,0.07856013895513682,0.0649915579377415,0.16334813265666556,0.1931492032632007,0.24559356251422748,0.28361866951897086,0.14709928797210878,2.3502853741397214,4,10,35,100,18,21
r4_s10_rhw50_shw40,219,0.10695238348803918,0.09606208432004407,0.2139496948151319,0.24280223298687417,0.2877000543715568,0.326091156900174,0.2493339523139044,3.949181612084605,4,10,50,40,26,9
r4_s10_rhw50_shw60,319,0.09777865755706035,0.08418346695428583,0.19788922542792897,0.22490616584511264,0.2837610988389242,0.326091156900174,0.23506215404933767,3.7917346757667936,4,10,50,60,26,13
r4_s10_rhw50_shw80,419,0.09021676132010942,0.07663767108025218,0.18072758476799614,0.2143155235030166,0.2807258476917173,0.326091156900174,0.1911306954336761,3.0113770020807045,4,10,50,80,26,17
r4_s10_rhw50_shw100,519,0.08494671508805211,0.07094590996065131,0.171358647904276,0.2087928592485836,0.26445153777248875,0.326091156900174,0.17317530405812329,2.5940085539306676,4,10,50,100,26,21
r4_s10_rhw75_shw40,327,0.09936948871937333,0.08420619152068806,0.204172041775072,0.23461690144153072,0.2837472032955141,0.326091156900174,0.2154163707547837,3.069388782474654,4,10,75,40,38,9
r4_s10_rhw75_shw60,473,0.09098050595516266,0.07569499468611934,0.1818082886472689,0.21443470538022244,0.281234827196536,0.326091156900174,0.1983801710388256,3.027770158206512,4,10,75,60,38,13
r4_s10_rhw75_shw80,621,0.08387938126419164,0.06859529036089707,0.17328007631577796,0.20671165270927383,0.26410754895328126,0.326091156900174,0.19129957607438478,2.8917769768919572,4,10,75,80,38,17
r4_s10_rhw75_shw100,769,0.07838428580875584,0.06364061459984065,0.16473733956552036,0.19675281002062253,0.24979273677388336,0.326091156900174,0.16704207258310685,2.4784968971596806,4,10,75,100,38,21
r5_s1_rhw25_shw40,876,0.0773562019480122,0.06566942295695763,0.16003681876821918,0.1907913846590798,0.2529011748953255,0.3057039133691087,0.38440682377511637,4.43651498482676,5,1,25,40,11,81
r5_s1_rhw25_shw60,1316,0.07956626664358397,0.0677041822247336,0.16507250171306914,0.1973809540392955,0.250153122021254,0.3057039133691087,0.3003326490273866,3.1073663409215033,5,1,25,60,11,121
r5_s1_rhw25_shw80,1756,0.07742829196129883,0.06419512851238819,0.16018248217876963,0.1904888675199946,0.2449846508040436,0.3057039133691087,0.23494004547967168,2.4270262575137043,5,1,25,80,11,161
r5_s1_rhw25_shw100,2196,0.07392876932796058,0.05938130080720451,0.14863151614337605,0.18044195796178797,0.2400563699860623,0.3057039133691087,0.19802164205863218,2.0837205212432277,5,1,25,100,11,201
r5_s1_rhw35_shw40,1193,0.07323602119740091,0.060207431261317945,0.15028344660060886,0.18075655893872916,0.24575984937463258,0.3057039133691087,0.231504067504652,4.003002660517348,5,1,35,40,15,81
r5_s1_rhw35_shw60,1793,0.07493727219251749,0.06212726856186582,0.1553847518474288,0.18559204684649136,0.24556521180690544,0.3057039133691087,0.1879770307006672,3.041508301584987,5,1,35,60,15,121
r5_s1_rhw35_shw80,2393,0.0726337306759465,0.05936007045924743,0.1506825015340222,0.1801481896340912,0.23810955462597733,0.3057039133691087,0.1469831242857136,2.427857134993254,5,1,35,80,15,161
r5_s1_rhw35_shw100,2993,0.06871865378121822,0.05231719276497897,0.1441074481087365,0.17143483095314674,0.23042302438979,0.3057039133691087,0.12545721540463084,1.9781557315106113,5,1,35,100,15,201
r5_s1_rhw50_shw40,1676,0.08337369665383054,0.06945283885599271,0.17390889541464646,0.20899179209944546,0.2662674270251333,0.33681433362790436,0.13116691466940697,3.4755977807599177,5,1,50,40,21,81
r5_s1_rhw50_shw60,2512,0.08455004850504276,0.07086776172132106,0.17476059895379614,0.20877335123445273,0.2699757529366279,0.33681433362790436,0.14545385917417478,3.495334729821187,5,1,50,60,21,121
r5_s1_rhw50_shw80,3352,0.08136074009876697,0.06798221065683341,0.16827821915308339,0.2028546977642275,0.2631527319133814,0.33681433362790436,0.12274773879516987,2.8318871340715828,5,1,50,80,21,161
r5_s1_rhw50_shw100,4192,0.07719297346505213,0.0625441249538939,0.16057519611483403,0.19394060279880493,0.2507971502499339,0.33681433362790436,0.11021264823138384,2.4341517427959674,5,1,50,100,21,201
r5_s1_rhw75_shw40,2486,0.07991389824851033,0.06785146968689079,0.16413965143154738,0.19611195936983153,0.2503308562337829,0.33681433362790436,0.039771343428355095,2.7048553706374356,5,1,75,40,31,81
r5_s1_rhw75_shw60,3718,0.0804151380017329,0.06808484736202608,0.1648956080211258,0.19772943846004926,0.25507378349405047,0.33681433362790436,0.05879634643693662,2.8046450045894513,5,1,75,60,31,121
r5_s1_rhw75_shw80,4951,0.0773631531350738,0.06441485720208584,0.16005173703252235,0.19206421996987177,0.24585809183959134,0.33681433362790436,0.06959247252503883,2.5401561200245064,5,1,75,80,31,161
r5_s1_rhw75_shw100,6191,0.07287156167775889,0.059582635440893345,0.15323611706496987,0.18154001996578162,0.2423899212293056,0.33681433362790436,0.05950614181758053,2.146422478546085,5,1,75,100,31,201
r5_s2_rhw25_shw40,445,0.08113665765067082,0.06923637623645201,0.16907835321253772,0.1982722564730473,0.26556217686154127,0.29944749579957286,0.6038370820693325,4.551120059828249,5,2,25,40,11,41
r5_s2_rhw25_shw60,665,0.0812124646554981,0.06915615814197078,0.16996990264705128,0.1982722564730473,0.25406679583682856,0.29944749579957286,0.4498926642031428,3.170268498180951,5,2,25,60,11,61
r5_s2_rhw25_shw80,885,0.07821706351355787,0.06563581509266142,0.16414683258398102,0.1909007193591581,0.24626436864501944,0.29944749579957286,0.3565881763365743,2.667284202701408,5,2,25,80,11,81
r5_s2_rhw25_shw100,1105,0.0745732236965925,0.059645673049960046,0.15204282227118116,0.1814240417060596,0.24449230614944711,0.29944749579957286,0.2954414933069703,2.1132051556696765,5,2,25,100,11,101
r5_s2_rhw35_shw40,606,0.0767505903828573,0.06702545928020168,0.160872126260256,0.19362135056284713,0.26031876270489,0.29944749579957286,0.44444387247569045,3.6797547794147594,5,2,35,40,15,41
r5_s2_rhw35_shw60,906,0.07653715149567182,0.06507255214537044,0.16033998079645773,0.19028414687629083,0.2456268745953309,0.29944749579957286,0.3307961549851895,3.12294263417328,5,2,35,60,15,61
r5_s2_rhw35_shw80,1206,0.07338573111704999,0.05959923031722582,0.15506187103382987,0.18142144569330235,0.2439487335512785,0.29944749579957286,0.26378711461322724,2.585000675631135,5,2,35,80,15,81
r5_s2_rhw35_shw100,1506,0.06933394626048475,0.05310552284263498,0.1446795681916812,0.17407482584848483,0.2398197625188515,0.29944749579957286,0.21892727080288343,2.103611501994966,5,2,35,100,15,101
r5_s2_rhw50_shw40,850,0.08677187063762944,0.07309853043828418,0.18144736229069297,0.21449297585510432,0.28370725360821014,0.3256212213375055,0.30626091703780367,3.494123699258063,5,2,50,40,21,41
r5_s2_rhw50_shw60,1268,0.08582629825357804,0.07172354148910105,0.1766781906514964,0.21215361578070294,0.26781639761959086,0.3256212213375055,0.2550020019427682,3.4704158394859057,5,2,50,60,21,61
r5_s2_rhw50_shw80,1688,0.08187861760855321,0.06841574804696969,0.16959368705692185,0.20390164423358723,0.26205310556665784,0.3256212213375055,0.21559320359916057,2.9929819176770804,5,2,50,80,21,81
r5_s2_rhw50_shw100,2108,0.07761938191379997,0.06366534823606419,0.16206162954867756,0.1960033558456053,0.24934712831359074,0.3256212213375055,0.1843554125590461,2.5022354133217983,5,2,50,100,21,101
r5_s2_rhw75_shw40,1260,0.08299157881683986,0.07085762062112796,0.16704524673700527,0.1990766792724034,0.2623694753238658,0.3256212213375055,0.17225211383316164,2.890656305780193,5,2,75,40,31,41
r5_s2_rhw75_shw60,1876,0.08167697671522918,0.07008871990652962,0.16510407915316244,0.19772634547585155,0.2516354838360427,0.3256212213375055,0.15835362491501762,2.8569248834680727,5,2,75,60,31,61
r5_s2_rhw75_shw80,2493,0.07769813366720141,0.06563610966749123,0.15972412287134669,0.19213067524007063,0.24556521180690544,0.3256212213375055,0.12984133564544387,2.629001402903909,5,2,75,80,31,81
r5_s2_rhw75_shw100,3113,0.07315080602179844,0.06061551271672322,0.15407293139507347,0.18074400837636626,0.24264517384162412,0.3256212213375055,0.10755135990005903,2.144366772870976,5,2,75,100,31,101
r5_s4_rhw25_shw40,227,0.08938795786867523,0.0768215434796965,0.1807565589387293,0.21185931735268088,0.286971424475712,0.29944749579957286,1.2151388423083078,3.3729375448405654,5,4,25,40,11,21
r5_s4_rhw25_shw60,337,0.0880911852520021,0.07573197908961743,0.1807357908366711,0.21360799101660524,0.27620894866741463,0.29944749579957286,0.8491447164226845,2.876142809098546,5,4,25,60,11,31
r5_s4_rhw25_shw80,447,0.08389259650654873,0.06995178343292309,0.1720763939544162,0.2045531459524217,0.25715543700318905,0.29944749579957286,0.6649933023340315,2.3989374622196187,5,4,25,80,11,41
r5_s4_rhw25_shw100,557,0.07916128123651488,0.06689481207516727,0.16326168228465865,0.19633636916447916,0.24988275607479513,0.29944749579957286,0.543488202249743,2.0730363684998974,5,4,25,100,11,51
r5_s4_rhw35_shw40,311,0.08529754988282447,0.07573197908961743,0.17425134499643447,0.2026540699549117,0.2815604137268715,0.29944749579957286,0.9573093838149835,3.5748411898260786,5,4,35,40,15,21
r5_s4_rhw35_shw60,461,0.08339451797689956,0.07003305098776669,0.16849761967165436,0.20253952614274207,0.2553656664743384,0.29944749579957286,0.658575159470067,3.0806869334913265,5,4,35,60,15,31
r5_s4_rhw35_shw80,611,0.07913388334868864,0.06689481207516727,0.16417555719371557,0.1959968918855285,0.24919638837215913,0.29944749579957286,0.5188902221410622,2.483030090533415,5,4,35,80,15,41
